discover question id,question name,creator id,question starts at,question ends at,question description,question status,question published at,question resolved at,question correctness known at,use ordinal scoring,question created at,question tags,question challenges,discover answer id,answer name,answer initial probability,answer sort order,answer resolved at,answer resolved by user id,answer resolved probability,answer correctness known at,answer created at,clarification 1,clarification 2,clarification 3,IFP Generation Method,Country - Primary,Country - Secondary,Topic,Region,Non-state violence (Terrorism),Domain,Created By,Deaths,RCT,Controversial,Departure from Status Quo Resolution (Binary Only)
14,How many UN member states will sign the Treaty on the Prohibition of Nuclear Weapons before 1 November 2017?,1046,2017-08-16T16:00:01Z,2017-11-01T03:59:01Z,"In July 2017, a UN conference negotiated the text for the Treaty on the Prohibition of Nuclear Weapons (http://www.un.org/apps/news/story.asp?NewsID=57139#.WXT5i4opBTZ, https://www.washingtonpost.com/news/monkey-cage/wp/2017/07/17/the-u-n-just-passed-a-treaty-outlawing-nuclear-weapons-that-actually-matters/?utm_term=.1044e36e1f48). Starting on 20 September 2017 at the UN General Assembly, any UN member state can sign it (https://www.nytimes.com/2017/07/07/world/americas/united-nations-nuclear-weapons-prohibition-destruction-global-treaty.html?mcubz=2).",archived,2017-08-16T18:00:40Z,2017-11-22T10:46:56Z,2017-11-01T13:00:32Z,TRUE,2017-08-14T13:28:11Z,[],[],50,More than 100 but less than 122,0.2,2,2017-11-22T10:46:56Z,1046,0,2017-11-01T13:00:32Z,2017-08-14T13:28:11Z,,,,Idiosyncratic,N/A - Not Country-specific,,Idiosyncratic,,,,,,,,
14,How many UN member states will sign the Treaty on the Prohibition of Nuclear Weapons before 1 November 2017?,1046,2017-08-16T16:00:01Z,2017-11-01T03:59:01Z,"In July 2017, a UN conference negotiated the text for the Treaty on the Prohibition of Nuclear Weapons (http://www.un.org/apps/news/story.asp?NewsID=57139#.WXT5i4opBTZ, https://www.washingtonpost.com/news/monkey-cage/wp/2017/07/17/the-u-n-just-passed-a-treaty-outlawing-nuclear-weapons-that-actually-matters/?utm_term=.1044e36e1f48). Starting on 20 September 2017 at the UN General Assembly, any UN member state can sign it (https://www.nytimes.com/2017/07/07/world/americas/united-nations-nuclear-weapons-prohibition-destruction-global-treaty.html?mcubz=2).",archived,2017-08-16T18:00:40Z,2017-11-22T10:46:56Z,2017-11-01T13:00:32Z,TRUE,2017-08-14T13:28:11Z,[],[],51,"Between 122 and 140, inclusive",0.2,3,2017-11-22T10:46:56Z,1046,0,2017-11-01T13:00:32Z,2017-08-14T13:28:11Z,,,,Idiosyncratic,N/A - Not Country-specific,,Idiosyncratic,,,,,,,,
14,How many UN member states will sign the Treaty on the Prohibition of Nuclear Weapons before 1 November 2017?,1046,2017-08-16T16:00:01Z,2017-11-01T03:59:01Z,"In July 2017, a UN conference negotiated the text for the Treaty on the Prohibition of Nuclear Weapons (http://www.un.org/apps/news/story.asp?NewsID=57139#.WXT5i4opBTZ, https://www.washingtonpost.com/news/monkey-cage/wp/2017/07/17/the-u-n-just-passed-a-treaty-outlawing-nuclear-weapons-that-actually-matters/?utm_term=.1044e36e1f48). Starting on 20 September 2017 at the UN General Assembly, any UN member state can sign it (https://www.nytimes.com/2017/07/07/world/americas/united-nations-nuclear-weapons-prohibition-destruction-global-treaty.html?mcubz=2).",archived,2017-08-16T18:00:40Z,2017-11-22T10:46:56Z,2017-11-01T13:00:32Z,TRUE,2017-08-14T13:28:11Z,[],[],52,More than 140,0.2,4,2017-11-22T10:46:56Z,1046,0,2017-11-01T13:00:32Z,2017-08-14T13:28:11Z,,,,Idiosyncratic,N/A - Not Country-specific,,Idiosyncratic,,,,,,,,
15,What will the long-term interest rate be for Colombia (COL) in August 2017?,1053,2017-08-16T16:00:40Z,2017-09-01T03:59:40Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/long-term-interest-rates.htm) in which HIGHLIGHTED COUNTRIES or LOCATION is 'Columbia (COL)' and TIME is 'August 2017'. Values will be rounded to the nearest one-hundredth. Question will be suspended on 31 August 2017 and resolved when the August data is released, likely in September.",archived,2017-08-16T18:00:16Z,2017-10-03T16:47:20Z,2017-10-03T14:00:04Z,TRUE,2017-08-14T13:41:19Z,[],[],53,Less than 6.70%,0.2,0,2017-10-03T16:47:20Z,1048,0,2017-10-03T14:00:04Z,2017-08-14T13:41:19Z,,,,Data-Driven (R Script),Colombia,,Interest rate (long-term),,,,,,,,
15,What will the long-term interest rate be for Colombia (COL) in August 2017?,1053,2017-08-16T16:00:40Z,2017-09-01T03:59:40Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/long-term-interest-rates.htm) in which HIGHLIGHTED COUNTRIES or LOCATION is 'Columbia (COL)' and TIME is 'August 2017'. Values will be rounded to the nearest one-hundredth. Question will be suspended on 31 August 2017 and resolved when the August data is released, likely in September.",archived,2017-08-16T18:00:16Z,2017-10-03T16:47:20Z,2017-10-03T14:00:04Z,TRUE,2017-08-14T13:41:19Z,[],[],54,"Between 6.70% and 6.93%, inclusive",0.2,1,2017-10-03T16:47:20Z,1048,0,2017-10-03T14:00:04Z,2017-08-14T13:41:19Z,,,,Data-Driven (R Script),Colombia,,Interest rate (long-term),,,,,,,,
15,What will the long-term interest rate be for Colombia (COL) in August 2017?,1053,2017-08-16T16:00:40Z,2017-09-01T03:59:40Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/long-term-interest-rates.htm) in which HIGHLIGHTED COUNTRIES or LOCATION is 'Columbia (COL)' and TIME is 'August 2017'. Values will be rounded to the nearest one-hundredth. Question will be suspended on 31 August 2017 and resolved when the August data is released, likely in September.",archived,2017-08-16T18:00:16Z,2017-10-03T16:47:20Z,2017-10-03T14:00:04Z,TRUE,2017-08-14T13:41:19Z,[],[],55,Greater than 6.93% but less than 7.14%,0.2,2,2017-10-03T16:47:20Z,1048,1,2017-10-03T14:00:04Z,2017-08-14T13:41:19Z,,,,Data-Driven (R Script),Colombia,,Interest rate (long-term),,,,,,,,
15,What will the long-term interest rate be for Colombia (COL) in August 2017?,1053,2017-08-16T16:00:40Z,2017-09-01T03:59:40Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/long-term-interest-rates.htm) in which HIGHLIGHTED COUNTRIES or LOCATION is 'Columbia (COL)' and TIME is 'August 2017'. Values will be rounded to the nearest one-hundredth. Question will be suspended on 31 August 2017 and resolved when the August data is released, likely in September.",archived,2017-08-16T18:00:16Z,2017-10-03T16:47:20Z,2017-10-03T14:00:04Z,TRUE,2017-08-14T13:41:19Z,[],[],56,"Between  7.14% and 7.38%, inclusive",0.2,3,2017-10-03T16:47:20Z,1048,0,2017-10-03T14:00:04Z,2017-08-14T13:41:19Z,,,,Data-Driven (R Script),Colombia,,Interest rate (long-term),,,,,,,,
15,What will the long-term interest rate be for Colombia (COL) in August 2017?,1053,2017-08-16T16:00:40Z,2017-09-01T03:59:40Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD - https://data.oecd.org/interest/long-term-interest-rates.htm) in which HIGHLIGHTED COUNTRIES or LOCATION is 'Columbia (COL)' and TIME is 'August 2017'. Values will be rounded to the nearest one-hundredth. Question will be suspended on 31 August 2017 and resolved when the August data is released, likely in September.",archived,2017-08-16T18:00:16Z,2017-10-03T16:47:20Z,2017-10-03T14:00:04Z,TRUE,2017-08-14T13:41:19Z,[],[],57,Greater than 7.38%,0.2,4,2017-10-03T16:47:20Z,1048,0,2017-10-03T14:00:04Z,2017-08-14T13:41:19Z,,,,Data-Driven (R Script),Colombia,,Interest rate (long-term),,,,,,,,
17,What will be the approval rate for Japan’s cabinet in NHK’s monthly survey in September 2017?,1048,2017-08-30T16:00:59Z,2017-10-01T03:59:59Z,"This question will be resolved using the approval rate reported for the time of interest on Nippon Hōsō Kyōkai (NHK)'s website (https://www.nhk.or.jp/bunken/research/yoron/political/2017.html). The cabinet approval rate is reported as 支持する (""Support to”) in the first table  内閣：安倍内閣 (“Cabinet: Abe Cabinet”) on that page. The question will be resolved using Google Translate services. Months are indicated by their corresponding number (e.g. 1月 = January). The question will be resolved when data is first available, typically mid-month. If NHK conducts more than one survey in a month, question resolution will be based on the first set of results posted.",archived,2017-08-30T16:00:21Z,2017-09-15T16:28:21Z,2017-09-11T04:01:31Z,TRUE,2017-08-17T15:10:11Z,[],[],59,Less than 32%,0.2,0,2017-09-15T16:28:21Z,1043,0,2017-09-11T04:01:31Z,2017-08-17T15:10:11Z,,,,Data-Driven (R Script),Japan,,Leadership approval in Japan,,,,,,,,
17,What will be the approval rate for Japan’s cabinet in NHK’s monthly survey in September 2017?,1048,2017-08-30T16:00:59Z,2017-10-01T03:59:59Z,"This question will be resolved using the approval rate reported for the time of interest on Nippon Hōsō Kyōkai (NHK)'s website (https://www.nhk.or.jp/bunken/research/yoron/political/2017.html). The cabinet approval rate is reported as 支持する (""Support to”) in the first table  内閣：安倍内閣 (“Cabinet: Abe Cabinet”) on that page. The question will be resolved using Google Translate services. Months are indicated by their corresponding number (e.g. 1月 = January). The question will be resolved when data is first available, typically mid-month. If NHK conducts more than one survey in a month, question resolution will be based on the first set of results posted.",archived,2017-08-30T16:00:21Z,2017-09-15T16:28:21Z,2017-09-11T04:01:31Z,TRUE,2017-08-17T15:10:11Z,[],[],60,"Between 32% and 37%, inclusive",0.2,1,2017-09-15T16:28:21Z,1043,0,2017-09-11T04:01:31Z,2017-08-17T15:10:11Z,,,,Data-Driven (R Script),Japan,,Leadership approval in Japan,,,,,,,,
17,What will be the approval rate for Japan’s cabinet in NHK’s monthly survey in September 2017?,1048,2017-08-30T16:00:59Z,2017-10-01T03:59:59Z,"This question will be resolved using the approval rate reported for the time of interest on Nippon Hōsō Kyōkai (NHK)'s website (https://www.nhk.or.jp/bunken/research/yoron/political/2017.html). The cabinet approval rate is reported as 支持する (""Support to”) in the first table  内閣：安倍内閣 (“Cabinet: Abe Cabinet”) on that page. The question will be resolved using Google Translate services. Months are indicated by their corresponding number (e.g. 1月 = January). The question will be resolved when data is first available, typically mid-month. If NHK conducts more than one survey in a month, question resolution will be based on the first set of results posted.",archived,2017-08-30T16:00:21Z,2017-09-15T16:28:21Z,2017-09-11T04:01:31Z,TRUE,2017-08-17T15:10:11Z,[],[],61,More than 37% but less than 41%,0.2,2,2017-09-15T16:28:21Z,1043,0,2017-09-11T04:01:31Z,2017-08-17T15:10:11Z,,,,Data-Driven (R Script),Japan,,Leadership approval in Japan,,,,,,,,
17,What will be the approval rate for Japan’s cabinet in NHK’s monthly survey in September 2017?,1048,2017-08-30T16:00:59Z,2017-10-01T03:59:59Z,"This question will be resolved using the approval rate reported for the time of interest on Nippon Hōsō Kyōkai (NHK)'s website (https://www.nhk.or.jp/bunken/research/yoron/political/2017.html). The cabinet approval rate is reported as 支持する (""Support to”) in the first table  内閣：安倍内閣 (“Cabinet: Abe Cabinet”) on that page. The question will be resolved using Google Translate services. Months are indicated by their corresponding number (e.g. 1月 = January). The question will be resolved when data is first available, typically mid-month. If NHK conducts more than one survey in a month, question resolution will be based on the first set of results posted.",archived,2017-08-30T16:00:21Z,2017-09-15T16:28:21Z,2017-09-11T04:01:31Z,TRUE,2017-08-17T15:10:11Z,[],[],62,"Between 41% and 46%, inclusive",0.2,3,2017-09-15T16:28:21Z,1043,1,2017-09-11T04:01:31Z,2017-08-17T15:10:11Z,,,,Data-Driven (R Script),Japan,,Leadership approval in Japan,,,,,,,,
17,What will be the approval rate for Japan’s cabinet in NHK’s monthly survey in September 2017?,1048,2017-08-30T16:00:59Z,2017-10-01T03:59:59Z,"This question will be resolved using the approval rate reported for the time of interest on Nippon Hōsō Kyōkai (NHK)'s website (https://www.nhk.or.jp/bunken/research/yoron/political/2017.html). The cabinet approval rate is reported as 支持する (""Support to”) in the first table  内閣：安倍内閣 (“Cabinet: Abe Cabinet”) on that page. The question will be resolved using Google Translate services. Months are indicated by their corresponding number (e.g. 1月 = January). The question will be resolved when data is first available, typically mid-month. If NHK conducts more than one survey in a month, question resolution will be based on the first set of results posted.",archived,2017-08-30T16:00:21Z,2017-09-15T16:28:21Z,2017-09-11T04:01:31Z,TRUE,2017-08-17T15:10:11Z,[],[],63,More than 46%,0.2,4,2017-09-15T16:28:21Z,1043,0,2017-09-11T04:01:31Z,2017-08-17T15:10:11Z,,,,Data-Driven (R Script),Japan,,Leadership approval in Japan,,,,,,,,
18,Will ACLED record any riot/protest events in Senegal during September 2017?,1048,2017-08-23T21:00:42Z,2017-10-01T03:59:42Z,"The Armed Conflict Location and Event Dataset (ACLED) summarizes press reports on conflict and protest events in Africa and parts of Asia. Outcome will be determined by the “Realtime [Month of Interest] All Africa File”  found on the Realtime Data page (http://www.acleddata.com/data/realtime-data/). The question will resolve as ""yes"" if ACLED records any event for which: 'COUNTRY’ is the country of interest; 'EVENT_DATE' falls in the period of interest; and 'EVENT TYPE’ is: Riots/Protests. The question will be suspended on the last day of the period of interest and resolved when the relevant data is first released.",archived,2017-08-23T21:01:09Z,2017-09-15T15:40:14Z,2017-09-09T04:01:22Z,FALSE,2017-08-17T17:34:10Z,[],[],64,Yes,0.5,0,2017-09-15T15:40:14Z,1043,1,2017-09-09T04:01:22Z,2017-08-17T17:34:10Z,,,,Data-Driven (R Script),Senegal,,ACLED riot/protest events,,,,,,,,
19,Will the Political Instability Task Force (PITF) Worldwide Atrocities Dataset record an event perpetrated by a non-state actor in Honduras (HND) that starts between 1 September 2017 and 30 September 2017?,1053,2017-08-23T16:00:37Z,2017-10-01T03:59:37Z,"The question will resolve as ""yes"" if the PITF Worldwide Atrocities Dataset ( http://eventdata.parusanalytics.com/data.dir/atrocities.html ) records any event with a start date (Start Day, Start Month, Start Year) in the period of interest, inclusive, for which 'Event Location: Country' is the country of interest, and 'Perpetrators: Perp State Role' is: Multiple Perpetrators (Non-State); Non-State, Internal, No State Sanction; Transnational, Non-State; or Unknown/Unclear/Other. Question will be suspended on the last day of the period of interest and resolved when the data is released, typically in the middle of the next month via the .zip file which begins with January 2016.",archived,2017-08-23T21:01:09Z,2017-10-18T13:13:13Z,2017-10-01T03:59:31Z,FALSE,2017-08-17T20:26:19Z,[],[],65,Yes,0.5,0,2017-10-18T13:13:13Z,1048,0,2017-10-01T03:59:31Z,2017-08-17T20:26:19Z,,,,Data-Driven (R Script),Honduras,,PITF atrocities with non-state perpetrator,,,,,,,,
20,What will the long-term interest rate be for South Africa (ZAF) in August 2017?,1053,2017-08-23T21:00:35Z,2017-09-01T03:59:35Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD) at https://data.oecd.org/interest/long-term-interest-rates.htm. Data is retrievable via download or on the “Long-term interest rates” table on the web site. The relevant country can be found in the HIGHLIGHTED COUNTRIES or LOCATION field, and the relevant time period can be found in the TIME field. Values will be rounded to the nearest one-hundredth. Question will be suspended on the last day of the time period of interest and resolved when the data is released, likely the month after.",archived,2017-08-23T21:01:09Z,2017-09-12T19:02:07Z,2017-09-12T19:01:09Z,TRUE,2017-08-18T19:38:47Z,[],[],66,Less than 9.08%,0.2,0,2017-09-12T19:02:07Z,1053,0,2017-09-12T19:01:09Z,2017-08-18T19:38:47Z,,,,Data-Driven (R Script),South Africa,,Interest rate (long-term),,,,,,,,
